original_title,popularity,runtime,averageRating,release_year,release_month,num_critic_for_reviews,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,num_user_for_reviews,movie_facebook_likes,Genre_first_values,budget_adjusted
The Big Bounce,6.496271,88.0,4.9,2004.0,1.0,75.0,5.0,11000.0,387.0,338.0,93.0,288,Comedy,79448541.70660533
Dracula Untold,16.316318,92.0,6.2,2014.0,10.0,261.0,28.0,3000.0,692.0,423.0,423.0,37000,Horror,91759682.67072223
12 Rounds,13.591485,108.0,5.6,2009.0,3.0,113.0,212.0,969.0,794.0,347.0,113.0,0,Action,28929835.94688567
Alien³,17.126768,114.0,6.4,1992.0,5.0,210.0,21000.0,534.0,273.0,243.0,776.0,0,Science Fiction,118716909.95179783
Whatever It Takes,3.550711,94.0,5.5,2000.0,3.0,50.0,9.0,11000.0,897.0,612.0,89.0,816,Drama,27031882.533101045
Snake Eyes,11.604533,98.0,6.1,1998.0,8.0,117.0,0.0,12000.0,854.0,697.0,241.0,880,Crime,131555157.79442522
Cool Runnings,8.30721,98.0,7.0,1993.0,9.0,39.0,226.0,953.0,730.0,496.0,97.0,0,Comedy,28507638.795275558
The Life of David Gale,9.930326,130.0,7.5,2003.0,2.0,141.0,317.0,18000.0,14000.0,256.0,420.0,0,Drama,79448541.70660533
House on Haunted Hill,10.187278,93.0,5.6,1999.0,10.0,147.0,37.0,885.0,828.0,545.0,536.0,0,Horror,34240384.27526137
District 9,11.589835,112.0,7.9,2009.0,8.0,472.0,662.0,2000.0,433.0,107.0,1262.0,22000,Science Fiction,43394753.42032837
Finding Forrester,10.536255,136.0,7.3,2000.0,12.0,137.0,835.0,670.0,370.0,225.0,297.0,0,Drama,77491394.72822295
First Knight,15.178338,134.0,6.0,1995.0,7.0,53.0,109.0,919.0,303.0,249.0,180.0,0,Action,111994292.33858272
Death Race,13.53003,105.0,6.4,2008.0,8.0,230.0,545.0,26000.0,872.0,805.0,211.0,0,Action,64860546.37094224
The French Connection,6.694959,104.0,7.7,2071.0,10.0,138.0,607.0,813.0,165.0,109.0,280.0,0,Action,1800001.000000004
The French Connection,6.694959,104.0,7.7,2071.0,10.0,138.0,607.0,813.0,165.0,109.0,280.0,0,Action,1800001.000000004
The French Connection,6.694959,104.0,7.7,2071.0,10.0,138.0,607.0,813.0,165.0,109.0,280.0,0,Action,1800001.000000004
The French Connection,6.694959,104.0,7.7,2071.0,10.0,138.0,607.0,813.0,165.0,109.0,280.0,0,Action,1800001.000000004
In Bruges,9.895652,107.0,7.9,2008.0,2.0,300.0,454.0,65.0,49.0,39.0,513.0,32000,Comedy,21620182.790314093
Idle Hands,6.851628,92.0,6.3,1999.0,4.0,59.0,6.0,890.0,729.0,577.0,198.0,0,Thriller,45053136.88850172
Tomorrow Never Dies,17.159576,119.0,6.5,1997.0,12.0,160.0,55.0,811.0,766.0,387.0,328.0,0,Adventure,223988583.6771657
Maze Runner: The Scorch Trials,41.225769,132.0,6.3,2015.0,9.0,249.0,47.0,988.0,960.0,240.0,360.0,24000,Action,79867208.83741243
Courageous,7.666558,129.0,6.9,2011.0,9.0,34.0,589.0,690.0,589.0,341.0,175.0,10000,Drama,1379601.6917430956
Drive,15.388875,100.0,7.8,2011.0,8.0,676.0,0.0,33000.0,745.0,228.0,1264.0,81000,Drama,20694011.37614644
Connie and Carla,9.502332,98.0,6.3,2004.0,4.0,76.0,54.0,786.0,567.0,463.0,117.0,924,Music,31779417.28264206
Sorcerer,13.966833,121.0,7.7,1977.0,6.0,84.0,607.0,813.0,85.0,35.0,116.0,0,Action,126899108.80669144
About Last Night,9.543004,100.0,6.0,2014.0,2.0,90.0,38.0,833.0,807.0,460.0,42.0,0,Comedy,16385658.441200325
Bedazzled,8.781588,93.0,6.1,2000.0,10.0,125.0,11000.0,3000.0,575.0,484.0,254.0,0,Fantasy,86502021.90592365
Dead Poets Society,19.905716,129.0,8.1,1989.0,6.0,96.0,608.0,49000.0,1000.0,1000.0,491.0,23000,Drama,38939147.1361897
Ed Wood,11.720358,127.0,7.8,1994.0,9.0,148.0,13000.0,40000.0,13000.0,940.0,420.0,0,Comedy,36652678.16535438
Hoop Dreams,9.47666,171.0,8.3,1994.0,9.0,53.0,23.0,7.0,6.0,2.0,74.0,0,Documentary,1425382.8897637788
Let Me In,11.11946,116.0,7.1,2010.0,10.0,390.0,198.0,17000.0,1000.0,884.0,366.0,25000,Drama,28462964.64236707
The Craft,12.860385,101.0,6.5,1996.0,5.0,93.0,26.0,838.0,328.0,266.0,195.0,6000,Drama,30543898.637795307
Skyline,7.676017,100.0,4.5,2010.0,11.0,221.0,25.0,929.0,927.0,861.0,944.0,13000,Science Fiction,14231482.821183527
The Dark Knight,44.77527430342312,152.0,9.0,2008.0,7.0,645.0,22000.0,23000.0,13000.0,11000.0,4667.0,37000,Drama,218647217.2589051
Serendipity,5.715737,90.0,6.8,2001.0,10.0,122.0,23.0,11.0,9.0,6.0,374.0,12000,Comedy,50459513.195121944
The 33,8.383246,120.0,6.9,2015.0,8.0,120.0,36.0,562.0,499.0,399.0,56.0,0,Drama,32732463.22844776
The Blair Witch Project,14.838386,81.0,6.5,1999.0,7.0,360.0,19.0,170.0,170.0,39.0,3400.0,0,Horror,108128.52613240421
بچه‌های آسمان,7.523517,89.0,8.2,1997.0,8.0,46.0,373.0,36.0,35.0,27.0,130.0,0,Drama,366527.7716535433
The Jackal,11.131917,124.0,6.4,1997.0,11.0,83.0,105.0,24000.0,13000.0,460.0,227.0,0,Action,122175591.55118129
Red River,6.09018,133.0,7.7,2048.0,8.0,91.0,393.0,862.0,376.0,281.0,162.0,0,Western,3000001.000000001
"I Love You, Man",12.929653,105.0,7.0,2009.0,3.0,215.0,29.0,24000.0,4000.0,257.0,215.0,0,Comedy,59306162.64111558
Under the Rainbow,0.69162,98.0,5.3,1981.0,7.0,13.0,15.0,691.0,374.0,281.0,34.0,501,Comedy,75321845.66019419
We Bought a Zoo,10.563152,124.0,7.0,2011.0,12.0,257.0,488.0,19000.0,13000.0,1000.0,199.0,22000,Drama,68980035.58715484
Disturbia,18.006896,105.0,6.8,2007.0,4.0,253.0,154.0,884.0,617.0,502.0,491.0,0,Thriller,29933733.673553865
Disturbia,18.006896,105.0,6.8,2007.0,4.0,253.0,154.0,884.0,617.0,501.0,491.0,0,Thriller,29933733.673553865
Disturbia,18.006896,105.0,6.8,2007.0,4.0,253.0,154.0,884.0,617.0,502.0,491.0,0,Thriller,29933733.673553865
Disturbia,18.006896,105.0,6.8,2007.0,4.0,253.0,154.0,884.0,617.0,501.0,491.0,0,Thriller,29933733.673553865
Red Riding Hood,10.174298,100.0,5.4,2011.0,3.0,291.0,308.0,10000.0,2000.0,913.0,283.0,20000,Fantasy,57943230.05321003
A Guy Thing,4.444724,101.0,5.6,2003.0,1.0,81.0,13.0,651.0,555.0,499.0,92.0,401,Comedy,31779417.28264206
How Do You Know,5.458387,121.0,5.4,2010.0,12.0,168.0,274.0,273.0,216.0,157.0,196.0,0,Comedy,170777782.8542021
Kicking & Screaming,9.875573,95.0,5.6,2005.0,5.0,94.0,58.0,14000.0,8000.0,3000.0,118.0,743,Romance,71503687.63594463
RoboCop,10.246549,102.0,6.1,2014.0,1.0,492.0,294.0,10000.0,2000.0,1000.0,630.0,60000,Action,157302312.4355236
RoboCop,10.246549,102.0,6.1,2014.0,1.0,492.0,294.0,10000.0,2000.0,1000.0,630.0,60000,Action,157302312.4355236
RoboCop,10.246549,102.0,6.1,2014.0,1.0,492.0,294.0,10000.0,2000.0,1000.0,630.0,60000,Action,157302312.4355236
RoboCop,10.246549,102.0,6.1,2014.0,1.0,492.0,294.0,10000.0,2000.0,1000.0,630.0,60000,Action,157302312.4355236
Driven,5.310558,116.0,4.6,2001.0,4.0,109.0,212.0,13000.0,658.0,462.0,346.0,886,Action,169399791.94076627
The Mechanic,9.832342,93.0,6.5,2011.0,1.0,252.0,165.0,26000.0,956.0,350.0,181.0,16000,Action,55184028.66972372
Fantastic Four,17.246484,100.0,4.3,2015.0,8.0,369.0,128.0,596.0,360.0,78.0,695.0,41000,Action,157115819.6965493
Fantastic Four,17.246484,100.0,4.3,2015.0,8.0,369.0,128.0,596.0,360.0,78.0,695.0,41000,Action,157115819.6965493
Fantastic Four,17.246484,100.0,4.3,2015.0,8.0,369.0,128.0,596.0,360.0,78.0,695.0,41000,Action,157115819.6965493
Fantastic Four,17.246484,100.0,4.3,2015.0,8.0,369.0,128.0,596.0,360.0,78.0,695.0,41000,Action,157115819.6965493
"Legally Blonde 2: Red, White & Blonde",7.288046,95.0,4.8,2003.0,7.0,133.0,0.0,934.0,655.0,643.0,297.0,660,Comedy,71503687.63594463
Extract,11.23915,92.0,6.1,2009.0,9.0,192.0,406.0,24000.0,15000.0,968.0,106.0,0,Comedy,11571934.978754237
Killer Joe,6.452069,102.0,6.7,2011.0,9.0,376.0,607.0,11000.0,414.0,251.0,216.0,12000,Crime,13796007.917430973
Back to the Future Part III,13.043999,118.0,7.5,1990.0,5.0,111.0,0.0,1000.0,869.0,690.0,263.0,0,Adventure,94973528.16143799
Jurassic Park,8.863776,127.0,8.2,1993.0,6.0,308.0,14000.0,967.0,610.0,191.0,895.0,19000,Adventure,128284371.07874012
God's Not Dead 2,5.957998,121.0,4.4,2016.0,4.0,29.0,18.0,634.0,420.0,295.0,102.0,0,Drama,6464937.439353847
It's All Gone Pete Tong,2.812182,90.0,7.2,2004.0,9.0,58.0,31.0,326.0,246.0,137.0,67.0,0,Drama,3177942.6282642023
Super Mario Bros.,7.198455,104.0,4.2,1993.0,5.0,36.0,5.0,5000.0,922.0,687.0,290.0,0,Adventure,97740473.44094546
The Judge,17.887943,141.0,7.4,2014.0,10.0,276.0,71.0,21000.0,3000.0,3000.0,275.0,47000,Drama,65542630.76480133
The Terminator,19.293562,108.0,8.1,1984.0,10.0,204.0,0.0,2000.0,663.0,255.0,692.0,13000,Action,18458053.044609673
Glee: The Concert Movie,9.202416,84.0,5.6,2011.0,8.0,67.0,64.0,2000.0,892.0,748.0,21.0,0,Documentary,12416407.22568785
Baby's Day Out,12.508518,99.0,6.2,1994.0,7.0,22.0,32.0,1000.0,619.0,479.0,78.0,0,Action,101812993.12598431
Vượt Sóng,0.044561,135.0,7.2,2006.0,2.0,15.0,5.0,51.0,24.0,5.0,19.0,100,Drama,2001111.1190476194
The Bourne Legacy,14.89499,120.0,6.6,2012.0,8.0,436.0,209.0,10000.0,826.0,602.0,504.0,31000,Action,175711822.73750213
Furious 7,27.275687,137.0,7.1,2015.0,4.0,424.0,0.0,26000.0,23000.0,14000.0,657.0,94000,Action,198616140.77980995
Blazing Saddles,13.233262,93.0,7.7,2074.0,2.0,121.0,0.0,1000.0,1000.0,628.0,363.0,12000,Western,2600000.9999999986
The Bridge on the River Kwai,8.851646,161.0,8.1,2057.0,10.0,122.0,767.0,682.0,119.0,87.0,273.0,0,Drama,3000001.000000001
The Unborn,7.108555,87.0,4.7,2009.0,1.0,178.0,687.0,10000.0,787.0,389.0,230.0,0,Horror,23143868.95750852
The Unborn,7.108555,87.0,4.7,2009.0,1.0,178.0,687.0,10000.0,787.0,389.0,230.0,0,Horror,23143868.95750852
The Unborn,7.108555,87.0,4.7,2009.0,1.0,178.0,687.0,10000.0,787.0,389.0,230.0,0,Horror,23143868.95750852
The Unborn,7.108555,87.0,4.7,2009.0,1.0,178.0,687.0,10000.0,787.0,389.0,230.0,0,Horror,23143868.95750852
The Last Godfather,1.223071,100.0,3.5,2010.0,12.0,4.0,26.0,898.0,391.0,385.0,17.0,502,Action,19070186.64038593
From Hell,7.79014,122.0,6.7,2001.0,10.0,208.0,117.0,40000.0,1000.0,140.0,541.0,0,Horror,63074391.24390255
From Hell,7.79014,122.0,6.7,2001.0,10.0,208.0,117.0,40000.0,1000.0,140.0,541.0,0,Horror,63074391.24390255
From Hell,7.79014,122.0,6.7,2001.0,10.0,208.0,117.0,40000.0,1000.0,140.0,541.0,0,Horror,63074391.24390255
From Hell,7.79014,122.0,6.7,2001.0,10.0,208.0,117.0,40000.0,1000.0,140.0,541.0,0,Horror,63074391.24390255
Sabotage,6.966505,110.0,5.7,2014.0,3.0,233.0,453.0,1000.0,206.0,120.0,212.0,10000,Action,45879841.83536096
Sabotage,6.966505,110.0,5.7,2014.0,3.0,233.0,453.0,1000.0,206.0,120.0,212.0,10000,Action,45879841.83536096
Sabotage,6.966505,110.0,5.7,2014.0,3.0,233.0,453.0,1000.0,206.0,120.0,212.0,10000,Action,45879841.83536096
Sabotage,6.966505,110.0,5.7,2014.0,3.0,233.0,453.0,1000.0,206.0,120.0,212.0,10000,Action,45879841.83536096
Groundhog Day,12.989627,101.0,8.0,1993.0,2.0,147.0,11000.0,13000.0,571.0,512.0,609.0,38000,Romance,29729394.70078745
Billy Elliot,12.158424,110.0,7.7,2000.0,5.0,151.0,335.0,838.0,203.0,34.0,433.0,0,Drama,9010628.177700365
What's Eating Gilbert Grape,10.3919,118.0,7.7,1993.0,12.0,80.0,529.0,40000.0,29000.0,472.0,292.0,14000,Romance,22398859.26771657
Alien,23.37742,117.0,8.5,1979.0,5.0,392.0,0.0,1000.0,581.0,513.0,1110.0,23000,Horror,41427015.56310684
Nighthawks,5.830675,99.0,6.3,1981.0,3.0,36.0,6.0,13000.0,970.0,142.0,107.0,0,Action,18830462.165048555
Ida,8.651053,80.0,7.4,2013.0,10.0,269.0,84.0,88.0,64.0,46.0,123.0,17000,Drama,2876414.7814274714
Captain Phillips,13.776068,134.0,7.8,2013.0,10.0,491.0,521.0,15000.0,535.0,186.0,527.0,65000,Action,73266440.72922042
A Lot Like Love,10.596719,107.0,6.6,2005.0,4.0,112.0,13.0,618.0,172.0,165.0,161.0,0,Comedy,47669125.42396312
Margaret,5.113573,149.0,6.5,2011.0,9.0,116.0,50.0,13000.0,1000.0,338.0,119.0,0,Drama,19314410.68440332
Terminator 3: Rise of the Machines,20.818907,109.0,6.3,2003.0,7.0,280.0,84.0,648.0,284.0,191.0,1676.0,0,Action,241041483.85812104
長江七號,5.917685,86.0,6.4,2008.0,1.0,83.0,0.0,46.0,33.0,3.0,66.0,1000,Comedy,23061528.24300176
Traffic,8.338222,147.0,7.5,2000.0,12.0,223.0,0.0,599.0,399.0,215.0,867.0,0,Thriller,86502021.90592365
Star Wars: Episode II - Attack of the Clones,14.072511,142.0,6.6,2002.0,5.0,284.0,0.0,20000.0,16000.0,4000.0,3516.0,0,Adventure,216255053.26480854
My Name Is Bruce,8.708789,86.0,6.1,2007.0,10.0,100.0,0.0,634.0,328.0,158.0,88.0,0,Comedy,2245030.9505165387
The Fall of the Roman Empire,2.824367,174.11587433319053,6.7,2064.0,3.0,30.0,75.0,617.0,134.0,102.0,91.0,560,War,19000001.000000015
Murder by Numbers,9.645801,120.0,6.2,2002.0,4.0,136.0,58.0,33000.0,455.0,401.0,302.0,0,Crime,90106272.77700396
Murder by Numbers,9.645801,120.0,6.2,2002.0,4.0,136.0,58.0,33000.0,455.0,400.0,302.0,0,Crime,90106272.77700396
Murder by Numbers,9.645801,120.0,6.2,2002.0,4.0,136.0,58.0,33000.0,455.0,401.0,302.0,0,Crime,90106272.77700396
Murder by Numbers,9.645801,120.0,6.2,2002.0,4.0,136.0,58.0,33000.0,455.0,400.0,302.0,0,Crime,90106272.77700396
Runaway Bride,8.919469,116.0,5.6,1999.0,7.0,103.0,0.0,8000.0,3000.0,995.0,255.0,0,Comedy,126148781.48780474
Phantasm II,8.733192,97.0,6.4,1988.0,7.0,81.0,152.0,674.0,174.0,135.0,100.0,812,Action,7123015.537107889
Righteous Kill,7.094624,101.0,6.0,2008.0,9.0,198.0,50.0,22000.0,14000.0,1000.0,248.0,0,Action,86480728.16125646
Assault on Precinct 13,11.552956,109.0,6.3,2005.0,1.0,152.0,25.0,954.0,739.0,431.0,220.0,999,Thriller,47669125.42396312
Quantum of Solace,13.67812,106.0,6.5,2008.0,10.0,403.0,395.0,451.0,412.0,393.0,1243.0,0,Adventure,218647217.2589051
Pompeii,12.204174,105.0,5.5,2014.0,2.0,272.0,545.0,795.0,172.0,74.0,308.0,20000,Action,170410838.38848376
Post Grad,9.747452,89.0,5.3,2009.0,8.0,97.0,96.0,24000.0,971.0,360.0,53.0,0,Comedy,21697377.210164253
Undiscovered,1.494688,97.0,4.2,2005.0,8.0,41.0,0.0,922.0,374.0,230.0,45.0,128,Comedy,14300738.327188922
Oorlogswinter,3.92107,103.0,7.0,2008.0,11.0,111.0,12.0,163.0,20.0,19.0,37.0,0,Drama,5765382.8107504165
My Fair Lady,12.494394,170.0,7.7,2064.0,10.0,82.0,165.0,453.0,272.0,244.0,258.0,0,Drama,17000000.999999974
Grandma's Boy,6.741159,94.0,6.9,2006.0,1.0,61.0,4.0,2000.0,936.0,556.0,202.0,0,Comedy,24629048.619047645
Urban Legends: Final Cut,12.243528,97.0,4.4,2000.0,9.0,108.0,83.0,912.0,786.0,579.0,227.0,243,Horror,25229757.09756101
TRON: Legacy,21.259,125.0,6.8,2010.0,12.0,469.0,364.0,12000.0,10000.0,1000.0,665.0,30000,Adventure,215886753.03705037
TRON: Legacy,21.259,125.0,6.8,2010.0,12.0,469.0,364.0,12000.0,10000.0,1000.0,665.0,30000,Adventure,215886753.03705037
TRON: Legacy,21.259,125.0,6.8,2010.0,12.0,469.0,364.0,12000.0,10000.0,1000.0,665.0,30000,Adventure,215886753.03705037
TRON: Legacy,21.259,125.0,6.8,2010.0,12.0,469.0,364.0,12000.0,10000.0,1000.0,665.0,30000,Adventure,215886753.03705037
Katy Perry: Part of Me,8.960713,93.0,6.0,2012.0,6.0,68.0,4.0,28.0,9.0,8.0,50.0,0,Documentary,16219553.775769394
Captain America: The Winter Soldier,18.717704,136.0,7.7,2014.0,3.0,576.0,94.0,19000.0,11000.0,2000.0,742.0,55000,Action,198851893.41260675
Herbie Fully Loaded,9.35239,101.0,4.9,2005.0,6.0,117.0,23.0,660.0,651.0,541.0,168.0,1000,Comedy,79448541.70660533
Scooby-Doo 2: Monsters Unleashed,7.65458,93.0,5.3,2004.0,3.0,94.0,67.0,4000.0,2000.0,596.0,149.0,567,Mystery,25423534.02611369
Nerve,14.9837,96.0,6.5,2016.0,7.0,86.0,24.0,646.0,441.0,374.0,35.0,0,Mystery,24566759.469544657
The Martian,25.62993,141.0,8.0,2015.0,9.0,568.0,0.0,13000.0,801.0,372.0,1023.0,153000,Drama,141404237.82689407
Looney Tunes: Back in Action,13.666488,90.0,5.8,2003.0,11.0,101.0,287.0,3000.0,739.0,695.0,160.0,665,Animation,127117666.13056847
Party Monster,3.007842,98.0,6.2,2003.0,9.0,39.0,13.0,3000.0,971.0,600.0,158.0,0,Comedy,7944855.070660518
This Is Where I Leave You,11.313659,103.0,6.6,2014.0,9.0,156.0,189.0,2000.0,1000.0,949.0,145.0,14000,Drama,25954882.386861276
Aloft,3.851653,112.0,5.3,2014.0,2.0,56.0,43.0,144.0,63.0,47.0,11.0,675,Drama,10486821.762368223
American Hustle,16.478036,138.0,7.2,2013.0,12.0,538.0,737.0,34000.0,23000.0,14000.0,751.0,63000,Drama,53284684.439433075
X-Men: The Last Stand,0.867943,104.0,6.6,2006.0,5.0,334.0,420.0,20000.0,808.0,560.0,1912.0,0,Adventure,233508937.5188047
キャプテンハーロック,7.857666,115.0,6.4,2013.0,9.0,62.0,21.0,173.0,59.0,47.0,28.0,0,Animation,39963513.57957474
In the Cut,5.799628,119.0,5.4,2003.0,9.0,138.0,319.0,1000.0,65.0,48.0,354.0,656,Mystery,19067650.769585222
The Artist,11.440948,100.0,7.8,2011.0,5.0,576.0,405.0,996.0,897.0,628.0,583.0,30000,Drama,20694011.37614644
Freeheld,4.955317,103.0,6.6,2015.0,10.0,133.0,6.0,7000.0,1000.0,935.0,25.0,0,Romance,9165090.423965367
Show Boat,2.01799,107.0,6.8,2051.0,7.0,14.0,24.0,960.0,715.0,244.0,46.0,438,Music,2300001.0
All About Steve,9.288013,99.0,4.8,2009.0,9.0,128.0,3.0,14000.0,982.0,628.0,143.0,0,Comedy,21697377.210164253
Pink Flamingos,5.738871,93.0,6.0,2072.0,3.0,73.0,0.0,462.0,143.0,105.0,183.0,0,Horror,12000.999999999978
21,8.33756,123.0,6.8,2008.0,3.0,144.0,126.0,18000.0,5000.0,1000.0,278.0,0,Drama,50447091.8440662
"Good Night, and Good Luck.",7.523098,93.0,7.4,2005.0,9.0,351.0,0.0,21000.0,650.0,566.0,526.0,0,Drama,11122796.69892474
Get Smart,11.35779,110.0,6.5,2008.0,6.0,265.0,88.0,13000.0,12000.0,11000.0,380.0,0,Action,115307637.21500881
A View to a Kill,12.840798,131.0,6.3,1985.0,5.0,108.0,46.0,1000.0,439.0,433.0,300.0,0,Adventure,86522119.95910795
The Golden Compass,11.481379,113.0,6.1,2007.0,12.0,251.0,129.0,16000.0,6000.0,1000.0,666.0,0,Adventure,227042286.70280543
Biutiful,7.131568,148.0,7.4,2010.0,10.0,288.0,0.0,30.0,9.0,7.0,127.0,29000,Drama,22770371.91389364
A Home at the End of the World,4.136105,96.0,6.6,2004.0,7.0,84.0,15.0,18000.0,986.0,874.0,135.0,1000,Romance,10328311.291858695
Gods and Generals,5.374563,174.11587433319053,6.2,2003.0,2.0,84.0,33.0,789.0,640.0,67.0,497.0,953,Drama,88982366.59139766
Jackie Brown,16.415498,154.0,7.5,1997.0,12.0,140.0,16000.0,22000.0,1000.0,889.0,462.0,0,Comedy,24435119.110236183
Project Almanac,9.363482,106.0,6.4,2015.0,1.0,177.0,16.0,452.0,328.0,265.0,177.0,0,Science Fiction,15711582.869654896
Paranormal Activity: The Marked Ones,8.898523,84.0,5.1,2014.0,1.0,220.0,52.0,510.0,358.0,332.0,155.0,10000,Horror,6554263.976480127
Cleopatra,8.591238,174.11587433319053,7.0,2063.0,6.0,72.0,311.0,940.0,726.0,595.0,192.0,0,Drama,31115001.000000026
For Your Eyes Only,9.765123,127.0,6.7,1981.0,6.0,112.0,46.0,844.0,402.0,244.0,263.0,2000,Adventure,105450583.52427171
Final Destination 3,11.872997,93.0,5.8,2006.0,2.0,216.0,70.0,440.0,346.0,318.0,571.0,0,Horror,38482887.90476197
Eyes Wide Shut,13.268484,159.0,7.5,1999.0,7.0,280.0,0.0,10000.0,580.0,521.0,1500.0,10000,Mystery,117138154.31010474
The Odd Life of Timothy Green,5.426921,105.0,6.6,2012.0,8.0,169.0,54.0,3000.0,2000.0,988.0,110.0,11000,Fantasy,21626071.367692504
Evan Almighty,9.156877,96.0,5.4,2007.0,6.0,186.0,293.0,87000.0,11000.0,7000.0,257.0,2000,Fantasy,227042286.70280543
The Flintstones in Viva Rock Vegas,6.053595,90.0,3.7,2000.0,4.0,57.0,32.0,1000.0,891.0,809.0,85.0,500,Science Fiction,149576412.14982587
Blended,10.395472,117.0,6.5,2014.0,5.0,173.0,153.0,35000.0,11000.0,734.0,184.0,12000,Comedy,52434104.81184108
Appaloosa,12.392754,115.0,6.7,2008.0,9.0,190.0,0.0,10000.0,311.0,107.0,202.0,0,Drama,28826910.053752203
Virtuosity,5.188399,106.0,5.5,1995.0,8.0,44.0,32.0,18000.0,723.0,650.0,88.0,0,Action,61087796.275590524
Alone With Her,2.392367,78.0,6.0,2006.0,4.0,71.0,0.0,262.0,163.0,61.0,31.0,244,Crime,1539316.4761904764
The Whole Ten Yards,7.15606,98.0,5.5,2004.0,4.0,74.0,41.0,13000.0,2000.0,900.0,112.0,462,Comedy,63558833.565284155
The Ballad of Jack and Rose,4.173231,111.0,6.5,2005.0,3.0,75.0,58.0,552.0,265.0,42.0,68.0,608,Drama,2383457.221198158
Frances Ha,8.471415,86.0,7.4,2013.0,5.0,345.0,387.0,962.0,481.0,270.0,139.0,11000,Comedy,21313874.375773184
Mao's Last Dancer,1.862215,117.0,7.3,2009.0,10.0,83.0,78.0,989.0,258.0,238.0,53.0,0,Drama,36162294.68360703
Max Payne,10.08043,100.0,5.3,2008.0,10.0,228.0,212.0,15000.0,552.0,248.0,398.0,0,Action,50447091.8440662
Dressed to Kill,9.3806,105.0,7.1,1980.0,6.0,121.0,0.0,754.0,567.0,517.0,201.0,0,Horror,24479600.51456313
A Few Good Men,12.330249,138.0,7.7,1992.0,12.0,81.0,0.0,10000.0,2000.0,574.0,319.0,0,Drama,94973528.16143799
Glory Road,5.244654,118.0,7.2,2006.0,1.0,95.0,0.0,696.0,663.0,543.0,145.0,0,Drama,24629048.619047645
The Cotton Club,9.508061,127.0,6.6,1984.0,12.0,36.0,0.0,12000.0,5000.0,886.0,84.0,828,Music,167276097.65427488
Safe House,8.338675,115.0,6.7,2012.0,2.0,298.0,79.0,18000.0,16000.0,820.0,276.0,19000,Action,114888499.82836679
Drinking Buddies,7.745083,90.0,6.1,2013.0,8.0,155.0,217.0,10000.0,10000.0,243.0,106.0,0,Romance,21313874.375773184
The Wolverine,3.918287,126.0,6.7,2013.0,7.0,440.0,446.0,20000.0,992.0,929.0,533.0,68000,Action,159854051.31829974
Videodrome,7.945039,87.0,7.2,1983.0,2.0,179.0,0.0,391.0,20.0,15.0,228.0,0,Horror,17165989.401487004
The Finest Hours,10.385757,114.0,6.7,2016.0,1.0,178.0,44.0,788.0,562.0,531.0,113.0,12000,Action,103438984.02966157
Janky Promoters,1.192891,85.0,5.1,2009.0,10.0,4.0,7.0,706.0,405.0,240.0,10.0,402,Comedy,14464918.473442823
The Art of War,9.800232,117.0,5.7,2000.0,8.0,110.0,18.0,2000.0,1000.0,249.0,167.0,470,Crime,72085018.42160277
"Jeff, Who Lives at Home",5.872794,83.0,6.4,2011.0,9.0,182.0,157.0,2000.0,616.0,581.0,112.0,0,Drama,13796007.917430973
Superman II,10.301621,127.0,6.8,1980.0,12.0,121.0,44.0,593.0,467.0,420.0,269.0,0,Action,203368981.582524
Yes Man,9.756289,104.0,6.8,2008.0,12.0,190.0,235.0,14000.0,11000.0,1000.0,243.0,0,Comedy,100894182.68813252
Halloween 4: The Return of Michael Myers,6.199806,88.0,5.8,1988.0,10.0,144.0,27.0,742.0,120.0,101.0,374.0,0,Horror,11871691.895179786
Switchback,3.742824,118.0,6.4,1997.0,10.0,38.0,11.0,37.0,12.0,12.0,81.0,389,Action,75341615.17322831
13 Hours: The Secret Soldiers of Benghazi,18.022579,144.0,7.3,2016.0,1.0,204.0,0.0,769.0,726.0,681.0,219.0,44000,Action,64649365.39353841
Intolerable Cruelty,13.469862,100.0,6.3,2003.0,9.0,161.0,0.0,436.0,399.0,210.0,322.0,0,Crime,95338249.84792624
Dark City,12.851984,100.0,7.6,1998.0,2.0,222.0,295.0,3000.0,882.0,531.0,624.0,14000,Mystery,48657387.7595819
Jeepers Creepers,10.414363,90.0,6.2,2001.0,7.0,190.0,108.0,1000.0,322.0,270.0,985.0,0,Horror,18021255.355400726
The Invasion,5.228837,99.0,5.9,2007.0,8.0,232.0,101.0,1000.0,422.0,327.0,273.0,0,Science Fiction,119734931.69421485
Star Trek V: The Final Frontier,12.308007,107.0,5.5,1989.0,6.0,98.0,0.0,12000.0,664.0,643.0,293.0,0,Science Fiction,71230146.37107888
Scary Movie 2,10.869056,83.0,5.4,2001.0,7.0,127.0,322.0,1000.0,422.0,179.0,548.0,0,Comedy,81095645.59930305
The Wolf of Wall Street,16.382422,174.11587433319053,8.2,2013.0,12.0,606.0,17000.0,29000.0,11000.0,4000.0,1138.0,138000,Crime,133211709.59858263
The Bounty Hunter,6.715263,110.0,5.5,2010.0,3.0,161.0,72.0,18000.0,1000.0,789.0,135.0,0,Action,56925928.284734234
The Shawshank Redemption,44.77527430342312,142.0,9.3,1994.0,9.0,199.0,0.0,11000.0,745.0,461.0,4144.0,108000,Drama,50906497.06299219
